Skyline_filename,MassiveID,filename,SampleType,SampleTypeSub1,NCBITaxonomy,YearOfAnalysis,SampleCollectionMethod,SampleExtractionMethod,InternalStandardsUsed,MassSpectrometer,IonizationSourceAndPolarity,ChromatographyAndPhase,SubjectIdentifierAsRecorded,AgeInYears,BiologicalSex,UBERONBodyPartName,TermsofPosition,HealthStatus,DOIDCommonName,ComorbidityListDOIDIndex,SampleCollectionDateandTime,Country,HumanPopulationDensity,LatitudeandLongitude,DepthorAltitudeMeters,qiita_sample_name,UniqueSubjectID,LifeStage,UBERONOntologyIndex,DOIDOntologyIndex,ATTRIBUTE_HMP_ID,ATTRIBUTE_HMP_Strain,ATTRIBUTE_NCBI ID,ATTRIBUTE_Domain,ATTRIBUTE_SuperPhyla,ATTRIBUTE_Phylum,ATTRIBUTE_Class,ATTRIBUTE_Order,ATTRIBUTE_Family,ATTRIBUTE_Genus,ATTRIBUTE_Species,ATTRIBUTE_Subspecies,ATTRIBUTE_Source,ATTRIBUTE_Source_health_status,ATTRIBUTE_Media_type,ATTRIBUTE_Sample _type
HMP_FCM_P3_C1.d,MSV000084475,HM_489_BC1_01_46121.mzXML,culture_bacterial,culture_bacterial,765115|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_489,Propionibacterium acnes HL002PA1,765115,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C2.d,MSV000084475,HM_490_BC2_01_46122.mzXML,culture_bacterial,culture_bacterial,765116|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_490,Propionibacterium acnes HL002PA2,765116,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C3.d,MSV000084475,HM_491_BC3_01_46123.mzXML,culture_bacterial,culture_bacterial,765117|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_491,Propionibacterium acnes HL002PA3,765117,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C4.d,MSV000084475,HM_492_BC4_01_46124.mzXML,culture_bacterial,culture_bacterial,765096|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_492,Propionibacterium acnes HL005PA1,765096,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C5.d,MSV000084475,HM_493_BC5_01_46125.mzXML,culture_bacterial,culture_bacterial,765097|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_493,Propionibacterium acnes HL005PA2,765097,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C6.d,MSV000084475,HM_494_BC6_01_46126.mzXML,culture_bacterial,culture_bacterial,765098|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_494,Propionibacterium acnes HL005PA3,765098,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C7.d,MSV000084475,HM_495_BC7_01_46129.mzXML,culture_bacterial,culture_bacterial,765099|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_495,Propionibacterium acnes HL005PA4,765099,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C8.d,MSV000084475,HM_496_BC8_01_46130.mzXML,culture_bacterial,culture_bacterial,765118|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_496,Propionibacterium acnes HL007PA1,765118,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C9.d,MSV000084475,HM_497_BC9_01_46131.mzXML,culture_bacterial,culture_bacterial,765069|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_497,Propionibacterium acnes HL013PA1,765069,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C10.d,MSV000084475,HM_498_BC10_01_46132.mzXML,culture_bacterial,culture_bacterial,765070|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_498,Propionibacterium acnes HL013PA2,765070,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_C11.d,MSV000084475,HM_499_BC11_01_46133.mzXML,culture_bacterial,culture_bacterial,765065|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_499,Propionibacterium acnes HL020PA1,765065,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B7.d,MSV000084475,HM_5_BB7_01_46113.mzXML,culture_bacterial,culture_bacterial,575615|Prevotella sp. oral taxon 317,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_5,Prevotella sp. F0108,575615,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 317,not applicable,oral,healthy,FCM,culture_bacterial
HMP_FCM_P3_C12.d,MSV000084475,HM_500_BC12_01_46134.mzXML,culture_bacterial,culture_bacterial,765089|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_500,Propionibacterium acnes HL025PA1,765089,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D1.d,MSV000084475,HM_501_BD1_01_46137.mzXML,culture_bacterial,culture_bacterial,765090|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_501,Propionibacterium acnes HL025PA2,765090,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D2.d,MSV000084475,HM_502_BD2_01_46138.mzXML,culture_bacterial,culture_bacterial,765111|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_502,Propionibacterium acnes HL027PA1,765111,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D3.d,MSV000084475,HM_503_BD3_01_46139.mzXML,culture_bacterial,culture_bacterial,765112|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_503,Propionibacterium acnes HL027PA2,765112,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D4.d,MSV000084475,HM_504_BD4_01_46140.mzXML,culture_bacterial,culture_bacterial,765103|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_504,Propionibacterium acnes HL030PA1,765103,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D5.d,MSV000084475,HM_505_BD5_01_46141.mzXML,culture_bacterial,culture_bacterial,765104|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_505,Propionibacterium acnes HL030PA2,765104,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D6.d,MSV000084475,HM_506_BD6_01_46142.mzXML,culture_bacterial,culture_bacterial,765106|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_506,Propionibacterium acnes HL036PA1,765106,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D7.d,MSV000084475,HM_507_BD7_01_46145.mzXML,culture_bacterial,culture_bacterial,765107|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_507,Propionibacterium acnes HL036PA2,765107,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D8.d,MSV000084475,HM_508_BD8_01_46146.mzXML,culture_bacterial,culture_bacterial,765108|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_508,Propionibacterium acnes HL036PA3,765108,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D9.d,MSV000084475,HM_509_BD9_01_46147.mzXML,culture_bacterial,culture_bacterial,765122|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_509,Propionibacterium acnes HL037PA1,765122,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D10.d,MSV000084475,HM_510_BD10_01_46148.mzXML,culture_bacterial,culture_bacterial,765123|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_510,Propionibacterium acnes HL037PA2,765123,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Propionibacterium humerusii,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D11.d,MSV000084475,HM_512_BD11_01_46149.mzXML,culture_bacterial,culture_bacterial,765085|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_512,Propionibacterium acnes HL038PA1,765085,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_D12.d,MSV000084475,HM_513_BD12_01_46150.mzXML,culture_bacterial,culture_bacterial,765072|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_513,Propionibacterium acnes HL043PA1,765072,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E1.d,MSV000084475,HM_514_BE1_01_46155.mzXML,culture_bacterial,culture_bacterial,765073|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_514,Propionibacterium acnes HL043PA2,765073,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E2.d,MSV000084475,HM_515_BE2_01_46156.mzXML,culture_bacterial,culture_bacterial,765109|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_515,Propionibacterium acnes HL044PA1,765109,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Propionibacterium humerusii,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E3.d,MSV000084475,HM_516_BE3_01_46157.mzXML,culture_bacterial,culture_bacterial,765068|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_516,Propionibacterium acnes HL045PA1,765068,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E4.d,MSV000084475,HM_518_BE4_01_46158.mzXML,culture_bacterial,culture_bacterial,765095|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_518,Propionibacterium acnes HL046PA2,765095,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E5.d,MSV000084475,HM_519_BE5_01_46159.mzXML,culture_bacterial,culture_bacterial,765100|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_519,Propionibacterium acnes HL050PA1,765100,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E6.d,MSV000084475,HM_520_BE6_01_46160.mzXML,culture_bacterial,culture_bacterial,765101|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_520,Propionibacterium acnes HL050PA2,765101,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E7.d,MSV000084475,HM_521_BE7_01_46163.mzXML,culture_bacterial,culture_bacterial,765102|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_521,Propionibacterium acnes HL050PA3,765102,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E8.d,MSV000084475,HM_522_BE8_01_46164.mzXML,culture_bacterial,culture_bacterial,765066|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_522,Propionibacterium acnes HL053PA1,765066,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E9.d,MSV000084475,HM_523_BE9_01_46165.mzXML,culture_bacterial,culture_bacterial,765067|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_523,Propionibacterium acnes HL053PA2,765067,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E10.d,MSV000084475,HM_524_BE10_01_46166.mzXML,culture_bacterial,culture_bacterial,765119|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_524,Propionibacterium acnes HL056PA1,765119,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E11.d,MSV000084475,HM_525_BE11_01_46167.mzXML,culture_bacterial,culture_bacterial,765091|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_525,Propionibacterium acnes HL059PA1,765091,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_E12.d,MSV000084475,HM_526_BE12_01_46168.mzXML,culture_bacterial,culture_bacterial,765092|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_526,Propionibacterium acnes HL059PA2,765092,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F1.d,MSV000084475,HM_527_BF1_01_46171.mzXML,culture_bacterial,culture_bacterial,765084|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_527,Propionibacterium acnes HL060PA1,765084,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
