MassiveID,filename,SampleType,SampleTypeSub1,NCBITaxonomy,YearOfAnalysis,SampleCollectionMethod,SampleExtractionMethod,InternalStandardsUsed,MassSpectrometer,IonizationSourceAndPolarity,ChromatographyAndPhase,SubjectIdentifierAsRecorded,AgeInYears,BiologicalSex,UBERONBodyPartName,TermsofPosition,HealthStatus,DOIDCommonName,ComorbidityListDOIDIndex,SampleCollectionDateandTime,Country,HumanPopulationDensity,LatitudeandLongitude,DepthorAltitudeMeters,qiita_sample_name,UniqueSubjectID,LifeStage,UBERONOntologyIndex,DOIDOntologyIndex,ATTRIBUTE_HMP_ID,ATTRIBUTE_HMP_Strain,ATTRIBUTE_NCBI ID,ATTRIBUTE_Domain,ATTRIBUTE_SuperPhyla,ATTRIBUTE_Phylum,ATTRIBUTE_Class,ATTRIBUTE_Order,ATTRIBUTE_Family,ATTRIBUTE_Genus,ATTRIBUTE_Species,ATTRIBUTE_Subspecies,ATTRIBUTE_Source,ATTRIBUTE_Source_health_status,ATTRIBUTE_Media_type,ATTRIBUTE_Sample _type,ATTRIBUTE_sampletype
MSV000084475,HM_709_BC4_01_45748.mzXML,culture_bacterial,culture_bacterial,997882|Bacteroides fragilis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_709,Bacteroides fragilis CL07T00C01,997882,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_710_BC5_01_45749.mzXML,culture_bacterial,culture_bacterial,997883|Bacteroides fragilis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_710,Bacteroides fragilis CL07T12C05,997883,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_711_BB11_01_45741.mzXML,culture_bacterial,culture_bacterial,997880|Bacteroides fragilis CL05T00C42,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_711,Bacteroides fragilis CL05T00C42,997880,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_714_BC3_01_45747.mzXML,culture_bacterial,culture_bacterial,997879|Bacteroides fragilis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_714,Bacteroides fragilis CL03T12C07,997879,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_717_BB6_01_45734.mzXML,culture_bacterial,culture_bacterial,997875|Bacteroides dorei,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_717,Bacteroides dorei CL02T00C15,997875,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_718_BB8_01_45738.mzXML,culture_bacterial,culture_bacterial,997877|Bacteroides dorei CL03T12C01,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_718,Bacteroides dorei CL03T12C01,997877,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_719_BB7_01_45737.mzXML,culture_bacterial,culture_bacterial,997876|Bacteroides dorei,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_719,Bacteroides dorei CL02T12C06,997876,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_720_BD5_01_45767.mzXML,culture_bacterial,culture_bacterial,997891|Bacteroides vulgatus,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_720,Bacteroides vulgatus CL09T03C04,997891,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_725_BC7_01_45753.mzXML,culture_bacterial,culture_bacterial,997887|Bacteroides salyersiae,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_725,Bacteroides salyersiae CL02T12C01,997887,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_726_BB4_01_45732.mzXML,culture_bacterial,culture_bacterial,997874|Bacteroides cellulosilyticus,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_726,Bacteroides cellulosilyticus CL02T12C19,997874,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_727_BB12_01_45742.mzXML,culture_bacterial,culture_bacterial,997888|Bacteroides finegoldii,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_727,Bacteroides finegoldii CL09T03C10,997888,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_728_BB3_01_45731.mzXML,culture_bacterial,culture_bacterial,997873|Bacteroides caccae,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_728,Bacteroides caccae CL03T12C61,997873,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_729_BA9_01_45723.mzXML,culture_bacterial,culture_bacterial,999421|Parabacteroides merdae,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_729,Parabacteroides merdae CL09T00C40,999421,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_730_BA8_01_45722.mzXML,culture_bacterial,culture_bacterial,999420|Parabacteroides merdae,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_730,Parabacteroides merdae CL03T12C32,999420,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_731_BA7_01_45721.mzXML,culture_bacterial,culture_bacterial,999419|Parabacteroides johnsonii,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_731,Parabacteroides johnsonii CL02T12C29,999419,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,not applicable,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_780_BE9_01_45789.mzXML,culture_bacterial,culture_bacterial,936595|Clostridiales sp. OBRC5-5,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_780,Clostridiales sp. OBRC5_5,936595,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,not applicable,not applicable,oral,unspecified,FCM,culture_bacterial,culture_72h
MSV000084475,HM_81_BB1_01_45729.mzXML,culture_bacterial,culture_bacterial,187327|Acidaminococcus sp. D21,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_81,Acidaminococcus sp. D21,187327,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,FCM,culture_bacterial,culture_72h
MSV000084475,HM_845_BE3_01_45781.mzXML,culture_bacterial,culture_bacterial,1161743|Bifidobacterium longum subsp. longum 44B,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_845,Bifidobacterium longum subsp. longum 44B,1161743,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum,unspecified,unspecified,FCM,culture_bacterial,culture_72h
MSV000084475,HM_846_BD12_01_45776.mzXML,culture_bacterial,culture_bacterial,1161744|Bifidobacterium longum subsp. longum 1-6B,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_846,Bifidobacterium longum subsp. longum 1_6B,1161744,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum,gastrointestinal_stool,healthy,FCM,culture_bacterial,culture_72h
MSV000084475,HM_847_BE2_01_45780.mzXML,culture_bacterial,culture_bacterial,1161904|Bifidobacterium longum subsp. longum 35B,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_847,Bifidobacterium longum subsp. longum 35B,1161904,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum,unspecified,unspecified,FCM,culture_bacterial,culture_72h
MSV000084475,HM_848_BE1_01_45779.mzXML,culture_bacterial,culture_bacterial,1161745|Bifidobacterium longum subsp. longum 2-2B,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_848,Bifidobacterium longum subsp. longum 2_2B,1161745,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum,unspecified,unspecified,FCM,culture_bacterial,culture_72h
MSV000084475,HM_85_BA3_01_45715.mzXML,culture_bacterial,culture_bacterial,100884|Coprobacillus sp. D6 (29_1),2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_85,Coprobacillus sp. D6 (29_1),100884,Bacteria,Terrabacteria group,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,FCM,culture_bacterial,culture_72h
MSV000084475,HM_856_BD10_01_45774.mzXML,culture_bacterial,culture_bacterial,1203540|Bifidobacterium breve,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_856,Bifidobacterium breve HPH0326,1203540,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,not applicable,gastrointestinal_mucosa,unspecified,FCM,culture_bacterial,culture_72h
